W;B;E;S;Bewerkingstype;RE_FO_a_WBE [m3 aardgas];RE_FO_b_WBSE [m3 aardgas];FVrvKC_mean_SJV [m3 aardgas];FVrvKC sd_SJV [m3 aardgas];OP_mean [m2];Se (stdv residuals);Sse;t a/2;Count
4;5;0;A+;3;6.995281827;91.0424884;984.1958352;440.4661679;127.6793943;398.5457542;1294438.865;1.961527971;0
4;5;0;A;0;6.995281827;91.0424884;984.1958352;440.4661679;127.6793943;398.5457542;1294438.865;1.961527971;1519
4;5;0;B;0;6.995281827;53.78413551;926.8875529;411.272325;124.8131868;398.4238552;15579715.03;1.96007588;21203
4;5;0;C;0;6.995281827;40.02749989;887.0016246;405.3442812;121.077913;398.4837909;2063462.547;1.960789751;2875
4;5;0;D;0;6.995281827;59.34712724;877.6896444;391.5040924;116.9849246;399.4243834;120496.9548;1.972017478;199
4;5;0;E;2;6.995281827;59.34712724;877.6896444;391.5040924;116.9849246;399.4243834;120496.9548;1.972017478;0
4;5;0;F;2;6.995281827;59.34712724;877.6896444;391.5040924;116.9849246;399.4243834;120496.9548;1.972017478;0
4;5;0;G;2;6.995281827;59.34712724;877.6896444;391.5040924;116.9849246;399.4243834;120496.9548;1.972017478;0
4;5;1;A+;3;5.903752159;187.7918574;815.4263091;526.2565277;106.3111111;428.3071193;77877.28889;1.9869787;0
4;5;1;A;0;5.903752159;187.7918574;815.4263091;526.2565277;106.3111111;428.3071193;77877.28889;1.9869787;90
4;5;1;B;0;5.903752159;225.286466;849.1318959;404.919502;105.6693122;426.0821765;506828.9921;1.962059981;1134
4;5;1;C;0;5.903752159;214.7507751;890.5904115;409.759052;114.4762887;426.3347584;256262.9773;1.964877443;485
4;5;1;D;2;5.903752159;214.7507751;890.5904115;409.759052;114.4762887;426.3347584;256262.9773;1.964877443;0
4;5;1;E;2;5.903752159;214.7507751;890.5904115;409.759052;114.4762887;426.3347584;256262.9773;1.964877443;0
4;5;1;F;2;5.903752159;214.7507751;890.5904115;409.759052;114.4762887;426.3347584;256262.9773;1.964877443;0
4;5;1;G;2;5.903752159;214.7507751;890.5904115;409.759052;114.4762887;426.3347584;256262.9773;1.964877443;0
4;5;2;A+;3;4.779900499;217.6474109;649.0235551;311.5588508;90.24793388;368.6302653;35571.12397;1.969856213;0
4;5;2;A;0;4.779900499;217.6474109;649.0235551;311.5588508;90.24793388;368.6302653;35571.12397;1.969856213;242
4;5;2;B;0;4.779900499;263.5864979;706.2039646;334.4725566;92.59972395;367.9070068;769737.5197;1.960509986;4347
4;5;2;C;0;4.779900499;288.0549435;741.3374218;358.8653425;94.83094435;367.9422776;437199.2087;1.960965023;2372
4;5;2;D;0;4.779900499;318.6138652;775.7434852;400.0636364;95.63580247;369.0124637;36145.51235;1.974808092;162
4;5;2;E;2;4.779900499;318.6138652;775.7434852;400.0636364;95.63580247;369.0124637;36145.51235;1.974808092;0
4;5;2;F;2;4.779900499;318.6138652;775.7434852;400.0636364;95.63580247;369.0124637;36145.51235;1.974808092;0
4;5;2;G;2;4.779900499;318.6138652;775.7434852;400.0636364;95.63580247;369.0124637;36145.51235;1.974808092;0
4;6;0;A+;3;6.569925092;29.24402894;929.8226662;409.8472788;137.0759369;389.6331667;1105205.153;1.962308565;0
4;6;0;A;0;6.569925092;29.24402894;929.8226662;409.8472788;137.0759369;389.6331667;1105205.153;1.962308565;1014
4;6;0;B;0;6.569925092;37.4014059;886.0322917;403.4516169;129.1690352;389.4491637;19136129.51;1.960065848;23291
4;6;0;C;0;6.569925092;83.390882;896.219143;415.7282032;123.719563;389.5422064;1490935.844;1.961199665;1922
4;6;0;D;2;6.569925092;83.390882;896.219143;415.7282032;123.719563;389.5422064;1490935.844;1.961199665;0
4;6;0;E;2;6.569925092;83.390882;896.219143;415.7282032;123.719563;389.5422064;1490935.844;1.961199665;0
4;6;0;F;2;6.569925092;83.390882;896.219143;415.7282032;123.719563;389.5422064;1490935.844;1.961199665;0
4;6;0;G;2;6.569925092;83.390882;896.219143;415.7282032;123.719563;389.5422064;1490935.844;1.961199665;0
4;6;1;A+;3;4.569487203;292.3378436;822.9461996;398.1773889;116.119891;425.6241659;363351.4496;1.963205631;0
4;6;1;A;3;4.569487203;292.3378436;822.9461996;398.1773889;116.119891;425.6241659;363351.4496;1.963205631;0
4;6;1;B;0;4.569487203;292.3378436;822.9461996;398.1773889;116.119891;425.6241659;363351.4496;1.963205631;734
4;6;1;C;0;4.569487203;298.9487235;839.0552652;416.2252551;118.1985019;426.1354973;91774.4794;1.968922324;267
4;6;1;D;2;4.569487203;298.9487235;839.0552652;416.2252551;118.1985019;426.1354973;91774.4794;1.968922324;0
4;6;1;E;2;4.569487203;298.9487235;839.0552652;416.2252551;118.1985019;426.1354973;91774.4794;1.968922324;0
4;6;1;F;2;4.569487203;298.9487235;839.0552652;416.2252551;118.1985019;426.1354973;91774.4794;1.968922324;0
4;6;1;G;2;4.569487203;298.9487235;839.0552652;416.2252551;118.1985019;426.1354973;91774.4794;1.968922324;0
4;6;2;A+;0;3.973786039;251.2063456;665.4572542;265.9033072;104.2459016;363.8494579;5099.311475;2.000297822;61
4;6;2;A;0;3.973786039;227.1340542;614.6535254;342.4930171;97.51895735;361.233913;68939.34834;1.965614792;422
4;6;2;B;0;3.973786039;287.2486837;674.7043782;332.4356193;97.50290797;360.8663942;452896.7253;1.960776181;2923
4;6;2;C;0;3.973786039;332.2080706;716.4143097;342.2474249;96.68518519;361.0278402;129500.7222;1.962900652;810
4;6;2;D;2;3.973786039;332.2080706;716.4143097;342.2474249;96.68518519;361.0278402;129500.7222;1.962900652;0
4;6;2;E;2;3.973786039;332.2080706;716.4143097;342.2474249;96.68518519;361.0278402;129500.7222;1.962900652;0
4;6;2;F;2;3.973786039;332.2080706;716.4143097;342.2474249;96.68518519;361.0278402;129500.7222;1.962900652;0
4;6;2;G;2;3.973786039;332.2080706;716.4143097;342.2474249;96.68518519;361.0278402;129500.7222;1.962900652;0
4;7;0;A+;3;5.380176989;84.12784045;818.5137745;390.8894584;136.4984713;392.9746044;20439785.7;1.960082902;0
4;7;0;A;0;5.380176989;84.12784045;818.5137745;390.8894584;136.4984713;392.9746044;20439785.7;1.960082902;19951
4;7;0;B;0;5.380176989;182.9072137;951.2252826;417.0588327;142.805352;392.996061;6838322.14;1.960341987;6278
4;7;0;C;0;5.380176989;232.8575333;899.9994799;448.3036696;124;395.7616928;85466;1.993943368;72
4;7;0;D;2;5.380176989;232.8575333;899.9994799;448.3036696;124;395.7616928;85466;1.993943368;0
4;7;0;E;2;5.380176989;232.8575333;899.9994799;448.3036696;124;395.7616928;85466;1.993943368;0
4;7;0;F;2;5.380176989;232.8575333;899.9994799;448.3036696;124;395.7616928;85466;1.993943368;0
4;7;0;G;2;5.380176989;232.8575333;899.9994799;448.3036696;124;395.7616928;85466;1.993943368;0
4;7;1;A+;3;4.793777074;201.2091773;831.2246299;399.8066717;131.4236025;400.6401109;715418.5516;1.962918942;0
4;7;1;A;0;4.793777074;201.2091773;831.2246299;399.8066717;131.4236025;400.6401109;715418.5516;1.962918942;805
4;7;1;B;0;4.793777074;187.0395656;755.2605336;372.8833654;118.5330396;400.8335446;281235.0044;1.965214568;454
4;7;1;C;2;4.793777074;187.0395656;755.2605336;372.8833654;118.5330396;400.8335446;281235.0044;1.965214568;0
4;7;1;D;2;4.793777074;187.0395656;755.2605336;372.8833654;118.5330396;400.8335446;281235.0044;1.965214568;0
4;7;1;E;2;4.793777074;187.0395656;755.2605336;372.8833654;118.5330396;400.8335446;281235.0044;1.965214568;0
4;7;1;F;2;4.793777074;187.0395656;755.2605336;372.8833654;118.5330396;400.8335446;281235.0044;1.965214568;0
4;7;1;G;2;4.793777074;187.0395656;755.2605336;372.8833654;118.5330396;400.8335446;281235.0044;1.965214568;0
4;7;2;A+;0;3.260329928;200.446017;540.0854533;259.1917099;104.1733333;365.8074968;4060.746667;1.992543495;75
4;7;2;A;0;3.260329928;305.8583583;660.8388184;319.4185705;108.8786926;363.4417252;581697.5877;1.961457096;1591
4;7;2;B;0;3.260329928;394.1116903;740.5166992;347.9532891;106.2484523;363.4024462;664674.4317;1.960943934;2423
4;7;2;C;0;3.260329928;362.865179;690.7436415;338.8039923;100.5660377;365.0700049;21002.03774;1.982815274;106
4;7;2;D;2;3.260329928;362.865179;690.7436415;338.8039923;100.5660377;365.0700049;21002.03774;1.982815274;0
4;7;2;E;2;3.260329928;362.865179;690.7436415;338.8039923;100.5660377;365.0700049;21002.03774;1.982815274;0
4;7;2;F;2;3.260329928;362.865179;690.7436415;338.8039923;100.5660377;365.0700049;21002.03774;1.982815274;0
4;7;2;G;2;3.260329928;362.865179;690.7436415;338.8039923;100.5660377;365.0700049;21002.03774;1.982815274;0
4;8;0;A+;3;5.094052638;104.6162057;810.7532829;382.4321051;138.619902;376.0467074;22407361.59;1.960073691;0
4;8;0;A;0;5.094052638;104.6162057;810.7532829;382.4321051;138.619902;376.0467074;22407361.59;1.960073691;21626
4;8;0;B;0;5.094052638;103.2809358;771.5661843;383.128729;131.1893096;376.4584017;405928.9087;1.965273324;449
4;8;0;C;2;5.094052638;103.2809358;771.5661843;383.128729;131.1893096;376.4584017;405928.9087;1.965273324;0
4;8;0;D;2;5.094052638;103.2809358;771.5661843;383.128729;131.1893096;376.4584017;405928.9087;1.965273324;0
4;8;0;E;2;5.094052638;103.2809358;771.5661843;383.128729;131.1893096;376.4584017;405928.9087;1.965273324;0
4;8;0;F;2;5.094052638;103.2809358;771.5661843;383.128729;131.1893096;376.4584017;405928.9087;1.965273324;0
4;8;0;G;2;5.094052638;103.2809358;771.5661843;383.128729;131.1893096;376.4584017;405928.9087;1.965273324;0
4;8;1;A+;3;5.494006836;116.8241475;816.2518621;409.3044308;127.307398;415.0304887;883086.9171;1.962998314;0
4;8;1;A;0;5.494006836;116.8241475;816.2518621;409.3044308;127.307398;415.0304887;883086.9171;1.962998314;784
4;8;1;B;0;5.494006836;104.13533;825.290402;458.0057236;131.2621359;416.8136148;14805.92233;1.983495259;103
4;8;1;C;2;5.494006836;104.13533;825.290402;458.0057236;131.2621359;416.8136148;14805.92233;1.983495259;0
4;8;1;D;2;5.494006836;104.13533;825.290402;458.0057236;131.2621359;416.8136148;14805.92233;1.983495259;0
4;8;1;E;2;5.494006836;104.13533;825.290402;458.0057236;131.2621359;416.8136148;14805.92233;1.983495259;0
4;8;1;F;2;5.494006836;104.13533;825.290402;458.0057236;131.2621359;416.8136148;14805.92233;1.983495259;0
4;8;1;G;2;5.494006836;104.13533;825.290402;458.0057236;131.2621359;416.8136148;14805.92233;1.983495259;0
4;8;2;A+;3;3.18265451;327.8853496;701.6693972;347.4760062;117.4441167;374.9476954;1179327.222;1.960742082;0
4;8;2;A;0;3.18265451;327.8853496;701.6693972;347.4760062;117.4441167;374.9476954;1179327.222;1.960742082;3051
4;8;2;B;0;3.18265451;377.2784971;739.8268366;352.021759;113.913822;374.991219;641246.7286;1.961293129;1787
4;8;2;C;0;3.18265451;387.2782416;845.1175595;365.6370794;143.8545455;378.4063592;27718.83636;2.004879288;55
4;8;2;D;2;3.18265451;387.2782416;845.1175595;365.6370794;143.8545455;378.4063592;27718.83636;2.004879288;0
4;8;2;E;2;3.18265451;387.2782416;845.1175595;365.6370794;143.8545455;378.4063592;27718.83636;2.004879288;0
4;8;2;F;2;3.18265451;387.2782416;845.1175595;365.6370794;143.8545455;378.4063592;27718.83636;2.004879288;0
4;8;2;G;2;3.18265451;387.2782416;845.1175595;365.6370794;143.8545455;378.4063592;27718.83636;2.004879288;0
4;9;0;A+;0;4.91064294;18.47736252;530.8955129;317.7544156;104.3484848;334.7695543;52652.98485;1.997137908;66
4;9;0;A;0;4.91064294;80.42263085;685.4963444;332.7069607;123.2168009;332.2035395;6380035.547;1.960237042;8690
4;9;0;B;4;4.91064294;66.24318608;670.7496173;324.1084178;123.1012799;333.0089853;4791209.113;1.971839483;0
4;9;0;C;4;4.91064294;52.06374132;656.0028902;315.5098749;122.985759;333.8144312;3202382.679;1.983441924;0
4;9;0;D;4;4.91064294;37.88429655;641.2561631;306.911332;122.870238;334.6198771;1613556.245;1.995044364;0
4;9;0;E;0;4.91064294;23.70485179;626.5094361;298.3127891;122.754717;335.425323;24729.81132;2.006646805;53
4;9;0;F;0;4.91064294;154.7347278;812.8852018;389.6434696;134.0253165;334.334506;71813.94937;1.990847069;79
4;9;0;G;0;4.91064294;96.79293533;705.6592833;303.3927696;123.9891304;334.0247936;34590.98913;1.986377154;92
4;9;1;A+;0;3.03929624;234.0046348;556.8581788;329.4846122;106.2264151;344.9955379;7891.283019;2.006646805;53
4;9;1;A;0;3.03929624;297.409678;650.6534618;330.4091747;116.2255193;341.9162879;517459.7211;1.963495145;674
4;9;1;B;0;3.03929624;317.0709149;664.8879766;262.3741077;114.44;345.2028047;10468.32;2.009575237;50
4;9;1;C;2;3.03929624;317.0709149;664.8879766;262.3741077;114.44;345.2028047;10468.32;2.009575237;0
4;9;1;D;2;3.03929624;317.0709149;664.8879766;262.3741077;114.44;345.2028047;10468.32;2.009575237;0
4;9;1;E;2;3.03929624;317.0709149;664.8879766;262.3741077;114.44;345.2028047;10468.32;2.009575237;0
4;9;1;F;2;3.03929624;317.0709149;664.8879766;262.3741077;114.44;345.2028047;10468.32;2.009575237;0
4;9;1;G;2;3.03929624;317.0709149;664.8879766;262.3741077;114.44;345.2028047;10468.32;2.009575237;0
4;9;2;A+;0;2.523197225;256.6843628;534.7062185;290.408097;110.1863354;351.1714037;90409.22981;1.964897881;483
4;9;2;A;0;2.523197225;353.1473566;643.0153752;326.7198645;114.8812371;350.8793124;782685.7963;1.960943125;2425
4;9;2;B;0;2.523197225;422.3827526;714.2573021;351.2593632;115.6764706;351.6741908;64966.64706;1.971718848;204
4;9;2;C;2;2.523197225;422.3827526;714.2573021;351.2593632;115.6764706;351.6741908;64966.64706;1.971718848;0
4;9;2;D;2;2.523197225;422.3827526;714.2573021;351.2593632;115.6764706;351.6741908;64966.64706;1.971718848;0
4;9;2;E;2;2.523197225;422.3827526;714.2573021;351.2593632;115.6764706;351.6741908;64966.64706;1.971718848;0
4;9;2;F;2;2.523197225;422.3827526;714.2573021;351.2593632;115.6764706;351.6741908;64966.64706;1.971718848;0
4;9;2;G;2;2.523197225;422.3827526;714.2573021;351.2593632;115.6764706;351.6741908;64966.64706;1.971718848;0
4;10;0;A+;3;4.580482123;64.54121577;654.2425355;325.8740606;128.7421944;326.6548032;6115839.952;1.96026153;0
4;10;0;A;0;4.580482123;64.54121577;654.2425355;325.8740606;128.7421944;326.6548032;6115839.952;1.96026153;7975
4;10;0;B;2;4.580482123;64.54121577;654.2425355;325.8740606;128.7421944;326.6548032;6115839.952;1.96026153;0
4;10;0;C;2;4.580482123;64.54121577;654.2425355;325.8740606;128.7421944;326.6548032;6115839.952;1.96026153;0
4;10;0;D;2;4.580482123;64.54121577;654.2425355;325.8740606;128.7421944;326.6548032;6115839.952;1.96026153;0
4;10;0;E;2;4.580482123;64.54121577;654.2425355;325.8740606;128.7421944;326.6548032;6115839.952;1.96026153;0
4;10;0;F;2;4.580482123;64.54121577;654.2425355;325.8740606;128.7421944;326.6548032;6115839.952;1.96026153;0
4;10;0;G;2;4.580482123;64.54121577;654.2425355;325.8740606;128.7421944;326.6548032;6115839.952;1.96026153;0
4;10;1;A+;3;5.129332633;17.42905609;659.2757678;342.6653974;125.1325967;346.0308159;339602.453;1.964350493;0
4;10;1;A;0;5.129332633;17.42905609;659.2757678;342.6653974;125.1325967;346.0308159;339602.453;1.964350493;543
4;10;1;B;2;5.129332633;17.42905609;659.2757678;342.6653974;125.1325967;346.0308159;339602.453;1.964350493;0
4;10;1;C;2;5.129332633;17.42905609;659.2757678;342.6653974;125.1325967;346.0308159;339602.453;1.964350493;0
4;10;1;D;2;5.129332633;17.42905609;659.2757678;342.6653974;125.1325967;346.0308159;339602.453;1.964350493;0
4;10;1;E;2;5.129332633;17.42905609;659.2757678;342.6653974;125.1325967;346.0308159;339602.453;1.964350493;0
4;10;1;F;2;5.129332633;17.42905609;659.2757678;342.6653974;125.1325967;346.0308159;339602.453;1.964350493;0
4;10;1;G;2;5.129332633;17.42905609;659.2757678;342.6653974;125.1325967;346.0308159;339602.453;1.964350493;0
4;10;2;A+;5;4.580482123;64.54121577;654.2425355;325.8740606;128.7421944;326.6548032;6115839.952;1.96026153;0
4;10;2;A;5;4.580482123;64.54121577;654.2425355;325.8740606;128.7421944;326.6548032;6115839.952;1.96026153;0
4;10;2;B;5;4.580482123;64.54121577;654.2425355;325.8740606;128.7421944;326.6548032;6115839.952;1.96026153;0
4;10;2;C;5;4.580482123;64.54121577;654.2425355;325.8740606;128.7421944;326.6548032;6115839.952;1.96026153;0
4;10;2;D;5;4.580482123;64.54121577;654.2425355;325.8740606;128.7421944;326.6548032;6115839.952;1.96026153;0
4;10;2;E;5;4.580482123;64.54121577;654.2425355;325.8740606;128.7421944;326.6548032;6115839.952;1.96026153;0
4;10;2;F;5;4.580482123;64.54121577;654.2425355;325.8740606;128.7421944;326.6548032;6115839.952;1.96026153;0
4;10;2;G;5;4.580482123;64.54121577;654.2425355;325.8740606;128.7421944;326.6548032;6115839.952;1.96026153;0
5;0;0;A+;3;5.788683953;128.9319405;698.5697316;463.9359375;98.40540541;514.0386903;1266207.946;1.96491849;0
5;0;0;A;0;5.788683953;128.9319405;698.5697316;463.9359375;98.40540541;514.0386903;1266207.946;1.96491849;481
5;0;0;B;0;5.788683953;235.0754953;751.7114615;477.1732298;89.24929577;513.8654695;1473542.875;1.963315546;710
5;0;0;C;0;5.788683953;338.4950346;890.112581;505.2001884;95.29239303;513.6047488;4672554.214;1.960904686;2524
5;0;0;D;0;5.788683953;388.1676394;919.1458108;482.4674386;91.72692372;513.5458229;8533261.247;1.960360102;5991
5;0;0;E;0;5.788683953;470.7650824;1015.662386;550.7657232;94.13146552;513.5820459;5137566.864;1.960694856;3248
5;0;0;F;0;5.788683953;460.1728064;1036.098854;536.9911454;99.49170698;513.5917264;4815989.301;1.960784326;2894
5;0;0;G;0;5.788683953;525.9076619;1121.384067;592.3450564;102.8690476;513.6016194;6042044.345;1.960875762;2604
5;0;1;A+;3;6.0268332;163.1266934;542.9030595;404.684186;63.0142487;540.848241;1185106.843;1.963045614;0
5;0;1;A;0;6.0268332;163.1266934;542.9030595;404.684186;63.0142487;540.848241;1185106.843;1.963045614;772
5;0;1;B;0;6.0268332;258.875927;675.7257275;434.5254858;69.16564417;540.7742058;1139513.166;1.962395062;978
5;0;1;C;0;6.0268332;335.3386995;794.9898805;497.6340974;76.2674469;540.6146144;3219545.985;1.960993254;2307
5;0;1;D;0;6.0268332;406.8536722;891.3403755;526.4439493;80.38827146;540.5613127;4743022.458;1.960525228;4229
5;0;1;E;0;6.0268332;497.9993127;984.9126679;569.4392865;80.79091275;540.6061236;3084659.275;1.960918694;2487
5;0;1;F;0;6.0268332;492.6669737;994.6207503;546.0028347;83.28648893;540.6195979;3009298.366;1.961037017;2213
5;0;1;G;0;6.0268332;501.5160747;976.9576641;570.2017919;78.88746439;540.5744149;4851854.548;1.960640267;3510
5;0;2;A+;3;5.314955222;228.4608427;594.0563317;378.244139;68.78618421;477.2178984;277069.102;1.967824098;0
5;0;2;A;0;5.314955222;228.4608427;594.0563317;378.244139;68.78618421;477.2178984;277069.102;1.967824098;304
5;0;2;B;0;5.314955222;329.8452149;705.4610314;435.4013904;70.6714922;476.562525;946180.1804;1.961286461;1796
5;0;2;C;0;5.314955222;372.7797316;778.2293567;442.8129245;76.28467375;476.5020935;1999080.976;1.960684424;3295
5;0;2;D;0;5.314955222;419.2093031;785.2698506;450.6595285;68.87368421;476.5133948;1593448.526;1.960797;2850
5;0;2;E;0;5.314955222;441.7590166;810.7493473;468.3521804;69.42491803;476.5861452;901612.6531;1.961521809;1525
5;0;2;F;0;5.314955222;481.4573246;885.2943439;486.4799861;75.98126464;476.7092722;538843.7002;1.96274896;854
5;0;2;G;0;5.314955222;549.7528694;975.8053873;516.1914254;80.16107383;476.9647732;319410.4027;1.965297197;447
5;1;0;A+;3;5.894793613;151.027757;674.6943592;434.2972969;88.83544304;522.715449;337141.7215;1.975189163;0
5;1;0;A;0;5.894793613;151.027757;674.6943592;434.2972969;88.83544304;522.715449;337141.7215;1.975189163;158
5;1;0;B;0;5.894793613;271.3621284;768.4814671;469.9613424;84.33193277;522.1508394;311520.7773;1.97002401;238
5;1;0;C;0;5.894793613;364.2115503;888.7278799;483.7636328;88.97959184;521.2901574;1397839.551;1.962169086;1078
5;1;0;D;0;5.894793613;409.5450131;917.9146981;468.5561508;86.2404553;521.109896;3479852.178;1.960526826;4217
5;1;0;E;0;5.894793613;522.0251459;1045.760254;530.5546004;88.84706439;521.1715474;2221975.602;1.961088385;2112
5;1;0;F;0;5.894793613;489.1311716;1039.383145;534.7640035;93.34541793;521.1793869;1811929.043;1.9611598;1986
5;1;0;G;0;5.894793613;532.1619996;1087.280256;576.3889424;94.17094017;521.2195729;2211337.556;1.961525912;1521
5;1;1;A+;3;6.580091373;152.9881448;548.1467052;425.2748347;60.05365854;558.6993129;308128.4098;1.971660889;0
5;1;1;A;0;6.580091373;152.9881448;548.1467052;425.2748347;60.05365854;558.6993129;308128.4098;1.971660889;205
5;1;1;B;0;6.580091373;309.3806205;765.1643409;469.74841;69.26708075;558.1984157;250361.0311;1.967381707;322
5;1;1;C;0;6.580091373;344.5565742;853.212424;482.6058875;77.30224719;557.6419922;836393.6955;1.962636031;890
5;1;1;D;0;6.580091373;430.0033982;938.8645276;517.017557;77.33344426;557.4210571;1873761.889;1.960754002;3005
5;1;1;E;0;6.580091373;480.0374502;992.124806;547.2458669;77.82374541;557.4989935;1384235.239;1.961417751;1634
5;1;1;F;0;6.580091373;491.63841;1029.92274;564.6748234;81.80499325;557.5165244;1180478.643;1.961567076;1482
5;1;1;G;0;6.580091373;518.4900079;1030.231592;581.1053552;77.77119727;557.4470902;2147170.133;1.960975696;2347
5;1;2;A+;3;4.644691183;284.2194943;622.0807374;371.6085257;72.74137931;472.7342171;151960.2414;1.980807541;0
5;1;2;A;0;4.644691183;284.2194943;622.0807374;371.6085257;72.74137931;472.7342171;151960.2414;1.980807541;116
5;1;2;B;0;4.644691183;338.1932106;695.6180641;414.6891896;76.95341615;471.4092183;263726.3012;1.967381707;322
5;1;2;C;0;4.644691183;357.5948958;712.9280626;410.8994829;76.50307692;471.0373979;305292.4938;1.963625967;650
5;1;2;D;0;4.644691183;486.7596448;816.1491357;455.9353263;70.91741472;471.0982033;262120.2011;1.964239805;557
5;1;2;E;0;4.644691183;512.9575964;829.7035484;459.7924204;68.19526627;471.3742511;159663.1124;1.967028285;338
5;1;2;F;0;4.644691183;569.45481;909.4839279;501.5481997;73.20812183;471.8796773;114944.467;1.972141222;197
5;1;2;G;0;4.644691183;571.2693399;953.4686983;495.0676763;82.28735632;473.4349403;42827.81609;1.987934206;87
5;2;0;A+;3;6.05058863;101.3127667;702.4241868;458.4414381;99.34759358;493.3152186;456456.4064;1.972800114;0
5;2;0;A;0;6.05058863;101.3127667;702.4241868;458.4414381;99.34759358;493.3152186;456456.4064;1.972800114;187
5;2;0;B;0;6.05058863;219.7611782;736.7772537;443.4229983;85.44888889;493.0891918;308671.6622;1.970610961;225
5;2;0;C;0;6.05058863;323.138685;813.6019834;447.7913927;81.06042708;492.0991686;1932274.963;1.961042873;2201
5;2;0;D;0;6.05058863;366.1233744;834.859174;473.014311;77.46945433;492.0603049;2301345.854;1.960667962;3372
5;2;0;E;0;6.05058863;414.0399512;913.5371968;498.3836024;82.55349621;492.0910115;2271470.706;1.960964179;2374
5;2;0;F;0;6.05058863;474.4496148;973.2203523;574.0429675;82.43342391;492.3223423;991796.7378;1.963196796;736
5;2;0;G;0;6.05058863;438.0334964;907.020437;522.7834953;77.51096121;492.4033722;458134.1788;1.963979265;593
5;2;1;A+;3;5.812939226;172.0077671;518.470513;301.1084275;59.60199005;498.4461275;162694.1592;1.971896224;0
5;2;1;A;0;5.812939226;172.0077671;518.470513;301.1084275;59.60199005;498.4461275;162694.1592;1.971896224;201
5;2;1;B;0;5.812939226;221.2971707;625.481404;389.5256719;69.53181818;497.5761175;303420.3318;1.963570297;660
5;2;1;C;0;5.812939226;336.1002103;765.9522712;432.3049005;73.94745484;497.3005762;1456473.274;1.960938699;2436
5;2;1;D;0;5.812939226;370.870704;792.9254022;462.5995606;72.60607445;497.2552441;1860089.478;1.960505994;4379
5;2;1;E;0;5.812939226;434.7641214;863.3681821;487.1425983;73.73276136;497.2774902;1588154.252;1.960718329;3147
5;2;1;F;0;5.812939226;487.5243904;904.5752449;525.7285608;71.74526316;497.3731207;678284.5305;1.961631298;1425
5;2;1;G;0;5.812939226;497.0234006;907.5231498;495.9603748;70.61827646;497.3423784;854876.0625;1.961337772;1729
5;2;2;A+;0;4.674107079;108.6041916;425.0978967;244.6760861;67.71212121;481.7796453;26841.5303;1.997137908;66
5;2;2;A;0;4.674107079;226.7576827;558.0372777;369.7905801;70.87548263;478.2903975;502800.9373;1.962258671;1036
5;2;2;B;0;4.674107079;321.8296816;643.4962378;383.8245062;68.81882481;478.1243388;1440155.337;1.96060971;3676
5;2;2;C;0;4.674107079;368.7229787;677.6538639;399.7858455;66.0940967;478.0920306;2004254.356;1.960289006;7301
5;2;2;D;0;4.674107079;454.1175691;772.5763941;447.4618042;68.13254803;478.0866254;2514389.377;1.960235355;8744
5;2;2;E;0;4.674107079;515.9048714;843.6418286;457.7250703;70.11755436;478.0969601;1957356.304;1.960337935;6346
5;2;2;F;0;4.674107079;575.6928724;904.7675459;496.0628215;70.40375154;478.1328254;992584.8742;1.960693957;3252
5;2;2;G;0;4.674107079;586.6806539;908.7405545;503.7071511;68.90297872;478.2630164;327254.9396;1.961986708;1175
5;3;0;A+;3;6.916859907;-65.12843145;543.9621145;409.0459692;88.05882353;489.0957794;177977.6471;1.983731003;0
5;3;0;A;0;6.916859907;-65.12843145;543.9621145;409.0459692;88.05882353;489.0957794;177977.6471;1.983731003;102
5;3;0;B;0;6.916859907;150.1230309;740.0883963;449.4964277;85.29381443;487.93421;250324.2526;1.972331676;194
5;3;0;C;0;6.916859907;216.598138;803.075049;485.4437852;84.78947368;486.8628077;1197034.421;1.961859057;1254
5;3;0;D;0;6.916859907;321.0841096;938.092283;546.0617879;89.20350877;487.096707;809188.393;1.96414191;570
5;3;0;E;0;6.916859907;330.9554936;957.8452009;498.4570288;90.63212435;487.9408282;261560.8808;1.972396491;193
5;3;0;F;0;6.916859907;323.9473582;1003.633014;571.903462;98.26506024;489.6634014;132072.1687;1.989318557;83
5;3;0;G;2;6.916859907;323.9473582;1003.633014;571.903462;98.26506024;489.6634014;132072.1687;1.989318557;0
5;3;1;A+;3;6.278561119;117.0340843;627.2137982;383.3143516;81.25742574;458.9585973;211160.6139;1.971836507;0
5;3;1;A;0;6.278561119;117.0340843;627.2137982;383.3143516;81.25742574;458.9585973;211160.6139;1.971836507;202
5;3;1;B;0;6.278561119;191.4672444;673.2470066;434.2098714;76.73410405;458.4804322;334657.5376;1.966863909;346
5;3;1;C;0;6.278561119;269.2887882;755.256469;453.9634128;77.40112289;457.9584413;797803.078;1.961445903;1603
5;3;1;D;0;6.278561119;332.1328703;799.8475167;417.237086;74.49392265;458.0689124;532344.2166;1.962591636;905
5;3;1;E;0;6.278561119;389.2704377;886.5078565;467.8897198;79.19607843;458.3789511;279014.3137;1.965809738;408
5;3;1;F;0;6.278561119;440.4014171;955.7054875;436.1414889;82.07359307;458.8139939;81233.74892;1.970331773;231
5;3;1;G;0;6.278561119;429.7240633;931.1624052;491.9185864;79.86516854;460.4390916;67426.38202;1.987289865;89
